Địa phương,Năm,Tỷ lệ dân số từ 15 tuổi trở lên biết chữ (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc trong nền kinh tế đã qua đào tạo (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số (%),Lực lượng lao động từ 15 tuổi trở lên (Nghìn người),"Bình quân Thu nhập từ tiền lương, tiền công","Bình quân Thu nhập từ nông, lâm nghiệp, thuỷ sản","Bình quân Thu nhập phi nông, lâm nghiệp, thuỷ sản",Bình quân Các khoản thu nhập khác,Bình quân thu nhập Nhóm 1,Bình quân thu nhập Nhóm 2,Bình quân thu nhập ,Bình quân thu nhập Nhóm 4,Bình quân thu nhập Nhóm 5,Tuổi kết hôn trung bình lần đầu,Nam,Nông thôn,Nữ,Thành thị,Tỷ lệ tăng tự nhiên (‰),Tỷ suất chết thô (‰),Tỷ suất sinh thô (‰),Trung bình số con/phụ nữ,Chỉ số giá sinh hoạt theo không gian theo địa phương (Hà Nội = 100%) (%),Số vụ ly hôn,Số nam/100 nữ,Tỷ suất di cư thuần (‰),Số lượng Kết hôn lần đầu,Số lượng Kết hôn lần thứ 2 trở lên,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập thấp nhất,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập cao nhất,Nhóm thu nhập cao nhất so với nhóm thu nhập thấp nhất (Lần),Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Vùng,Bình quân dân số (Nghìn người),Tỷ lệ dân số Nông thôn,Tỷ lệ dân số Thành thị,Phân bố dân số
Bình Thuận,2020,94.45,15.66,55.98,712.01,,,,,1919340,3001100,3554640,4272920,7192670,26.64,623.1,767.12,616.15,472.14,6.27,5.59,11.86,1.96,94.13,312,101.13,-9.34,10106,1502,1919300,7192700,3.7,7943.93,1239.26,156,Bắc Trung Bộ và duyên hải miền Trung,1239.26,0.619014573,0.380985427,Tương đối cân bằng giữa Thành thị và Nông thôn
Bình Thuận,2021,95.09,18.29,53.73,691.9,,,,,2415290,3192770,3763390,4460640,6573450,26.93,626.97,766.46,619.33,479.85,9.72,6.34,16.05,2.06,93.41,334,101.23,-5.35,6421,893,2415300,6573500,2.7,7942.6,1246.31,157,Bắc Trung Bộ và duyên hải miền Trung,1246.31,0.614983431,0.385016569,Tương đối cân bằng giữa Thành thị và Nông thôn
Bình Ðịnh,2007,,,51.2,792.5,,,,,,,,,,,722.8,1082.9,759.5,399.4,10.8,5.7,16.6,2.17,,,95.2,-3.3,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1482.3,0.730553869,0.269446131,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2008,,11.4,54.9,837.9,,,,,,,,,,,725.3,1079.1,760.3,406.5,10.2,5.2,15.4,2.09,,,95.4,-1.8,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1485.6,0.726373183,0.273626817,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2009,95.8,12.2,55,848,,,,,,,,,,,725.1,1074.9,762.3,412.5,9.4,7.3,16.7,2.22,,,95.1,-8,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,1487.4,0.722670432,0.277329568,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2010,92.7,9.4,56.4,860,429000,272000,329000,119000,402000,659000,888000,1223000,2573000,24.2,725.54,1071.68,761.89,415.74,9.1,7.3,16.3,2.17,86.43,,95.23,-3.9,,,402000,2573000,6.4,,,,Bắc Trung Bộ và duyên hải miền Trung,1487.42,0.720495892,0.279504108,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2011,93.8,11.9,58.1,875,,,,,,,,,,,726.15,1068.51,761.31,418.95,8.6,8,16.7,2.28,,,95.38,-3.4,,,,,,6050.6,1498.2,247.61,Bắc Trung Bộ và duyên hải miền Trung,1487.46,0.718345367,0.281654633,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2012,95.7,13.5,58.3,884.1,717000,414000,447000,141000,549000,1052000,1431000,1980000,3578000,,726.4,1020,761.11,467.51,8.1,7.8,15.9,2.26,86.48,,95.44,-7,,,549000,3578000,6.5,6050.6,1502.4,248.31,Bắc Trung Bộ và duyên hải miền Trung,1487.51,0.685709676,0.314290324,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2013,95.8,15.3,59.9,910.6,,,,,,,,,,24.7,726.14,1018.69,761.41,468.86,9.8,7.8,17.6,2.55,86.05,239,95.37,-3.8,,,,,,6050.6,1509.3,249.45,Bắc Trung Bộ và duyên hải miền Trung,1487.55,0.684810595,0.315189405,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2014,95.7,14.7,60.2,914.4,1005000,531000,509000,301000,782000,1423000,1885000,2532000,5098000,25,726,1017.38,761.6,470.22,7.3,8.9,16.3,2.29,87.42,271,95.32,-3.9,,,782000,5098000,6.5,6050.6,1514.5,250,Bắc Trung Bộ và duyên hải miền Trung,1487.6,0.683906964,0.316093036,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2015,96.1,15.5,58.4,889.3,,,,,,,,,,25.9,726.9,1016.1,760.8,471.5,8.2,5.7,13.9,2.14,90.04,243,95.5,-1.1,,,,,,6050.6,1519.7,251,Bắc Trung Bộ và duyên hải miền Trung,1487.6,0.683046518,0.316953482,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2016,96.7,16.7,58.3,897,1101000,570000,643000,291000,865000,1489000,2086000,2863000,5743000,25.8,727.8,1014.8,759.9,472.9,6.2,6.8,13,2,95.13,255,95.8,-2.7,,,865000,5743000,6.6,6066.1,1524.6,251,Bắc Trung Bộ và duyên hải miền Trung,1487.7,0.682126773,0.317873227,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2017,97,16.9,58.2,893.7,,,,,,,,,,25.8,729.1,1013.5,758.7,474.2,4.9,7.9,12.8,2.09,93.43,411,96.1,-0.5,,,,,,6066.2,1529,252,Bắc Trung Bộ và duyên hải miền Trung,1487.7,0.681252941,0.318747059,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2018,96.3,21.2,59.4,907.3,1326000,564000,716000,418000,908000,1864000,2506000,3301000,6567000,25.7,730.7,1012.2,757.1,475.5,6,7.9,13.9,2.3,93.68,358,96.5,-1.7,11854,655,908000,6567000,7.2,6066.2,1534.8,253,Bắc Trung Bộ và duyên hải miền Trung,1487.7,0.680379109,0.319620891,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2019,97.2,19.2,58.1,891.2,1572000,476000,1030000,276000,1031000,1961000,2652000,3600000,7580000,25.4,732.7,1011,755.1,476.8,7.5,7.1,14.5,2.2,94.12,283,97.03,-6.9,11921,1013,1031000,7580000,7.4,6066.2,1487.8,245,Bắc Trung Bộ và duyên hải miền Trung,1487.8,0.679526818,0.320473182,Hơn 2/3 dân số sống tại Nông thôn
Bình Ðịnh,2020,97.14,21.8,56.64,864.5,,,,,1010860,2076100,2887230,3848210,7413690,26.06,732.81,888.05,755.1,599.85,8.31,6.79,15.1,2.24,93.17,281,97.05,-9.69,10134,992,1010900,7413700,7.3,6066.21,1487.9,245,Bắc Trung Bộ và duyên hải miền Trung,1487.9,0.596847906,0.403152094,Tương đối cân bằng giữa Thành thị và Nông thôn
Bình Ðịnh,2021,96.35,24.96,53.97,834.1,,,,,958970,2000130,2720710,4171570,7519310,26.15,742.87,887.51,765.46,620.81,7.14,7.37,14.51,2.22,92.32,239,97.05,-4.7,7278,913,959000,7519300,7.8,6066.4,1508.32,249,Bắc Trung Bộ và duyên hải miền Trung,1508.32,0.588409621,0.411590379,Tương đối cân bằng giữa Thành thị và Nông thôn
Bạc Liêu,2007,,,50.6,451.6,,,,,,,,,,,406.4,619,429.4,216.8,14.6,4.4,18.9,2.1,,,94.6,-5,,,,,,,,,Đồng bằng sông Cửu Long,835.8,0.740607801,0.259392199,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2008,,9.4,54.4,483.1,,,,,,,,,,,413,626,434.5,221.5,13.8,4.5,18.3,2,,,95.1,-1.7,,,,,,,,,Đồng bằng sông Cửu Long,847.5,0.738643068,0.261356932,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2009,93.1,8.2,53.7,474.3,,,,,,,,,,,427.3,631.2,429.5,225.6,10.8,5.8,16.6,1.75,,,99.5,-9.3,,,,,,,,,Đồng bằng sông Cửu Long,856.8,0.736694678,0.263305322,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2010,93.7,6.7,54.3,483.9,304400,580100,226600,161600,396000,705000,985000,1382000,2893000,25.7,429.91,633.67,431.93,228.17,9.4,5.7,15.1,1.59,85.61,,99.53,-10.6,,,396000,2893000,7.3,,,,Đồng bằng sông Cửu Long,861.84,0.735252483,0.264747517,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2011,94.6,6.3,56.7,510.3,,,,,,,,,,,432.58,636.14,434.3,230.73,10.1,5.6,15.7,1.69,,,99.6,-6.6,,,,,,2468.7,864.9,350.35,Đồng bằng sông Cửu Long,866.87,0.733835523,0.266164477,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2012,94.5,8.4,57.2,509.9,406000,992000,393000,244000,586000,1251000,1795000,2392000,4141000,,435.36,638.77,436.78,233.37,11.5,5.9,17.4,1.97,85.48,,99.68,-8.3,,,586000,4141000,7.1,2468.7,869.3,352.13,Đồng bằng sông Cửu Long,872.14,0.732416814,0.267583186,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2013,95.4,9.5,55.7,506.1,,,,,,,,,,25.2,437.97,641.1,439.07,235.94,9.9,6.2,16,1.82,84.79,197,99.75,-13.9,,,,,,2468.7,873.6,353.87,Đồng bằng sông Cửu Long,877.04,0.730981483,0.269018517,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2014,94.3,9.56,56,507.75,515000,1093000,339000,267000,678000,1317000,1839000,2431000,4781000,26,440.69,643.57,441.47,238.59,8,7.1,15.1,1.82,85.45,234,99.82,-14.1,,,678000,4781000,7.1,2468.7,877.9,356,Đồng bằng sông Cửu Long,882.16,0.729538859,0.270461141,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2015,94.1,9,56,514.1,,,,,,,,,,25.4,443.4,646,443.9,241.3,6.1,6.8,12.9,1.67,87.29,342,99.9,-6.3,,,,,,2468.7,882,357,Đồng bằng sông Cửu Long,887.3,0.728051392,0.271948608,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2016,93.6,10,55.4,513.5,536000,1147000,382000,254000,708000,1320000,1888000,2600000,5088000,25.4,446.3,648.7,446.4,244.1,6.4,6.4,12.8,1.63,94.11,282,100,-6.9,,,708000,5088000,7.2,2669.1,886.2,332,Đồng bằng sông Cửu Long,892.8,0.726590502,0.273409498,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2017,94.5,11.3,55.2,514.5,,,,,,,,,,26.2,449,651,448.8,246.7,6.4,6,12.4,1.77,92.7,353,100,-4,,,,,,2669,894.3,335,Đồng bằng sông Cửu Long,897.7,0.725186588,0.274813412,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2018,93.7,8.2,55.3,516.7,805000,1010000,567000,317000,703000,1824000,2394000,3189000,5420000,25.8,451.7,653.5,451.2,249.5,6,4.9,10.9,1.54,91.84,399,100.1,-6.7,7078,204,703000,5420000,7.7,2669,897,336,Đồng bằng sông Cửu Long,903,0.723698782,0.276301218,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2019,95.1,8.8,55.1,518.1,1056000,837000,750000,321000,853000,1779000,2340000,3196000,6687000,25.3,454.6,656,453.7,252.3,6.6,6.2,12.8,1.61,93.39,321,100.19,-10.4,6277,646,853000,6687000,7.8,2669,908.2,340,Đồng bằng sông Cửu Long,908.3,0.722228339,0.277771661,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2020,94.59,10.27,53.82,507.76,,,,,1462760,2490930,2868570,3614070,6269140,27.42,457.07,659.84,456.41,253.64,6.36,5.99,12.36,1.66,91.11,187,100.15,-13.34,6099,450,1462800,6269100,4.3,2669.01,913.48,342,Đồng bằng sông Cửu Long,913.48,0.722336559,0.277663441,Hơn 2/3 dân số sống tại Nông thôn
Bạc Liêu,2021,94.48,10.66,51.25,480.9,,,,,1832190,2838760,3424080,3960310,6168760,28.28,459.49,663.57,459.02,254.94,7.46,5.19,12.65,1.56,91.76,258,100.1,-17.61,3972,429,1832200,6168800,3.4,2667.88,918.51,344,Đồng bằng sông Cửu Long,918.51,0.722441781,0.277558219,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2007,,,58.2,927.7,,,,,,,,,,,765.8,1404.6,783,144.2,11.5,5.6,17.1,2.07,,,97.8,-2.9,,,,,,,,,Trung du và miền núi phía Bắc,1548.8,0.906895661,0.093104339,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2008,,10.5,60.4,957,,,,,,,,,,,771.9,1407.4,782.7,147.2,12.7,5.2,17.9,2.22,,,98.6,-1,,,,,,,,,Trung du và miền núi phía Bắc,1554.6,0.905313264,0.094686736,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2009,96.7,12.4,62.3,983,,,,,,,,,,,771.8,1410.9,785.1,146,10.8,5.5,16.2,1.94,,,98.3,-8.7,,,,,,,,,Trung du và miền núi phía Bắc,1556.9,0.906223906,0.093776094,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2010,96.9,13.9,62,984.8,406000,344000,196000,157000,403000,628000,902000,1245000,2338000,23.4,778.88,1419.02,790.26,150.13,9.5,5.4,14.9,1.86,87.13,,98.56,-7,,,403000,2338000,5.8,,,,Trung du và miền núi phía Bắc,1569.15,0.904323997,0.095676003,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2011,97.4,14.2,62,997.9,,,,,,,,,,,788.23,1431.22,797.8,154.81,9.4,6.5,15.8,1.94,,,98.8,-4.9,,,,,,3844,1581.8,411.5,Trung du và miền núi phía Bắc,1586.03,0.902391506,0.097608494,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2012,97.7,14,62.7,1014,668000,473000,235000,192000,502000,950000,1356000,1894000,3135000,,800.02,1447.67,807.75,160.1,9.6,7.2,16.8,2.09,87.51,,99.04,-3.6,,,502000,3135000,6.2,3848.9,1592.9,413.86,Trung du và miền núi phía Bắc,1607.77,0.90042108,0.09957892,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2013,97.7,16,62,1017.3,,,,,,,,,,23.4,812.41,1464.99,818.24,165.66,6.2,7.6,13.8,1.77,87.28,306,99.29,-4.5,,,,,,3849.7,1608,417.69,Trung du và miền núi phía Bắc,1630.65,0.89840861,0.10159139,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2014,97.8,16,62.3,1036.72,995000,550000,378000,251000,708000,1302000,1830000,2504000,4515000,23.7,821.5,1460.78,825.36,186.08,14,6.9,21,2.57,87.08,336,99.53,-0.9,,,708000,4515000,6.4,3849.5,1624.5,422,Trung du và miền núi phía Bắc,1646.86,0.887009218,0.112990782,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2015,97.7,17.6,61.9,1039.7,,,,,,,,,,23.3,832.5,1477.9,834.4,189.1,16,5.2,21.2,2.77,88.79,429,99.8,-1.1,,,,,,3849.5,1640.9,426,Trung du và miền núi phía Bắc,1667,0.886562687,0.113437313,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2016,97.9,17.8,60.9,1041.5,1246000,588000,588000,356000,881000,1626000,2372000,3242000,5796000,23.6,848.5,1503.8,848.3,193.1,12.6,7.4,20,2.64,94.86,432,100,-5.2,,,881000,5796000,6.6,3895.5,1657.6,426,Trung du và miền núi phía Bắc,1696.9,0.886204255,0.113795745,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2017,97.7,17.9,60.7,1063.7,,,,,,,,,,23.7,869.6,1538.6,867.2,198.2,11.4,8.4,19.8,2.73,93.21,507,100.3,-1.2,,,,,,3895.5,1674.4,430,Trung du và miền núi phía Bắc,1736.8,0.885882082,0.114117918,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2018,97.5,16.7,60.8,1088.1,1673000,609000,742000,426000,1042000,2044000,2841000,3777000,7581000,24.5,891.1,1574.6,886.5,202.9,12.4,5.4,17.8,2.38,92.25,617,100.5,-1.2,10311,1401,1042000,7581000,7.3,3895.6,1691.8,434,Trung du và miền núi phía Bắc,1777.5,0.885850914,0.114149086,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2019,98.7,18,60.1,1107.9,1887000,588000,822000,475000,1104000,2109000,3247000,4316000,8121000,24.2,908.7,1603.1,901.7,207.4,10.9,6.3,17.2,2.31,93.35,623,100.77,-3.1,11182,1610,1104000,8121000,7.4,3895.6,1810.4,465,Trung du và miền núi phía Bắc,1810.5,0.885446009,0.114553991,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2020,98.35,19.83,59.48,1102.8,,,,,1472840,2649520,3359840,4445300,7744700,24.75,925.46,1507.65,916.17,333.98,11.66,6.03,17.7,2.3,91.26,550,101.01,-0.97,9631,1470,1472800,7744700,5.3,3895.59,1841.62,473,Trung du và miền núi phía Bắc,1841.63,0.818649783,0.181350217,Hơn 2/3 dân số sống tại Nông thôn
Bắc Giang,2021,98.2,26.72,50.41,960.2,,,,,1636330,2657220,3385960,4260390,7913160,25.27,941.82,1533.58,933.42,341.66,13.56,4.01,17.58,2.32,91.71,500,100.9,0.63,7973,831,1636300,7913200,4.8,3895.89,1875.24,481,Trung du và miền núi phía Bắc,1875.24,0.817804654,0.182195346,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2007,,,58.6,177.2,,,,,,,,,,,146.1,245.8,145.7,46,11.9,6.1,18,2.12,,,100.3,0.7,,,,,,,,,Trung du và miền núi phía Bắc,291.8,0.842357779,0.157642221,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2008,,11.1,59.4,179.8,,,,,,,,,,,147.7,246.7,145.9,46.9,11.5,5.6,17.1,2.07,,,101.2,-1.2,,,,,,,,,Trung du và miền núi phía Bắc,293.6,0.840258856,0.159741144,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2009,90.2,13.9,63.1,189.8,,,,,,,,,,,148.5,247.3,146.1,47.3,8.9,7.1,16,1.84,,,101.6,-2.4,,,,,,,,,Trung du và miền núi phía Bắc,294.6,0.839443313,0.160556687,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2010,90.7,12.8,64.5,194.5,266000,311000,135000,65000,255000,389000,536000,800000,1898000,23.2,149.7,247.72,146.92,48.9,8.9,7.1,16,1.85,83.57,,101.89,-1.7,,,255000,1898000,7.5,,,,Trung du và miền núi phía Bắc,296.62,0.835142607,0.164857393,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2011,89.2,14.2,66.4,199.9,,,,,,,,,,,150.92,248.14,147.77,50.55,8.4,7.8,16.1,1.91,,,102.13,-1.8,,,,,,4859.4,300.4,61.82,Trung du và miền núi phía Bắc,298.69,0.83076099,0.16923901,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2012,91.2,12.1,67.7,204.5,313000,481000,290000,58000,358000,564000,826000,1217000,2750000,,152.16,248.54,148.64,52.26,10.2,8.4,18.5,2.3,83.67,,102.37,-1.5,,,358000,2750000,7.7,4859.4,303,62.35,Trung du và miền núi phía Bắc,300.8,0.826263298,0.173736702,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2013,91.8,12.4,70.6,213.4,,,,,,,,,,22.5,152.81,247.91,148.92,53.82,9.3,7.8,17,2.11,84.16,54,102.61,-6.9,,,,,,4859.4,305.2,62.81,Trung du và miền núi phía Bắc,301.73,0.821628608,0.178371392,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2014,92.6,12.45,71.3,216.13,410000,500000,220000,86000,359000,619000,881000,1428000,2786000,23.3,153.6,247.47,149.34,55.48,9.8,7.2,17,2.07,83.61,31,102.85,-6,,,359000,2786000,7.8,4859.4,307.3,63,Trung du và miền núi phía Bắc,302.95,0.81686747,0.18313253,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2015,93.9,16.6,68.7,212.4,,,,,,,,,,23.4,155.1,248.2,150.5,57.5,9.8,8.9,18.7,2.42,86.7,48,103.1,-0.3,,,,,,4859.4,313.1,64,Trung du và miền núi phía Bắc,305.7,0.811907098,0.188092902,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2016,93.9,15.5,68.7,212.5,514000,575000,213000,99000,414000,711000,940000,1651000,3305000,23.4,156.4,248.3,151.3,59.4,9.7,8.3,18,2.4,94.63,27,103.3,-3.4,,,414000,3305000,8,4860,319,66,Trung du và miền núi phía Bắc,307.7,0.806954826,0.193045174,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2017,93.2,17.2,67.2,208.7,,,,,,,,,,23.4,157.7,248.5,152.2,61.4,9,7.3,16.3,2.37,92.84,41,103.6,-2.5,,,,,,4860,323.2,67,Trung du và miền núi phía Bắc,309.9,0.801871571,0.198128429,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2018,92.3,17.7,68.8,216.5,967000,547000,301000,130000,564000,844000,1323000,2213000,4805000,23.8,159,248.6,153.1,63.5,7.6,7.4,15,2.23,92.85,35,103.8,-1.8,2242,160,564000,4805000,8.5,4860,327.9,67,Trung du và miền núi phía Bắc,312.1,0.796539571,0.203460429,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2019,91.7,16.1,66.5,211,1027000,572000,335000,137000,547000,803000,1517000,2607000,4892000,23.5,160.3,248.7,154.1,65.6,5.9,7.8,13.7,2.14,94.18,42,104.07,-8,1949,254,547000,4892000,9,4860,314.4,65,Trung du và miền núi phía Bắc,314.3,0.791282214,0.208717786,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2020,91.63,16.32,64.57,205.97,,,,,580430,1050750,1534390,2497800,5311160,23.45,161.02,244.99,155.44,71.48,7.25,7.44,14.69,2.14,93.87,35,103.59,-4.04,1831,248,580400,5311200,9.2,4859.96,316.46,65,Trung du và miền núi phía Bắc,316.47,0.774133409,0.225866591,Hơn 2/3 dân số sống tại Nông thôn
Bắc Kạn,2021,93.49,27.02,43.27,144.6,,,,,470050,951010,1378540,2487130,5348250,24.4,164.71,250.6,159.01,73.11,4.63,9.13,13.76,2.22,93.79,57,103.59,-12.01,1686,272,470100,5348300,11.4,4859.96,323.71,67,Trung du và miền núi phía Bắc,323.71,0.774149702,0.225850298,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2007,,,56.2,589.3,,,,,,,,,,,491.4,812,518,197.4,12.1,6,18.1,2.28,,,94.9,5.1,,,,,,,,,Ðồng bằng sông Hồng,1009.4,0.80443828,0.19556172,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2008,,16.6,54.5,569.9,,,,,,,,,,,498,799.3,520.1,218.8,11.1,6.6,17.6,2.29,,,95.8,-2.1,,,,,,,,,Ðồng bằng sông Hồng,1018.1,0.785089873,0.214910127,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2009,97.1,15.7,56.4,594.7,,,,,,,,,,,503.9,785,522.6,241.5,12.6,7.1,19.7,2.32,,,96.4,-2.5,,,,,,,,,Ðồng bằng sông Hồng,1026.5,0.764734535,0.235265465,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2010,96.5,15,58.1,619.2,560000,190000,707000,189000,534000,918000,1231000,1637000,3899000,22.7,513.77,773.24,532.15,272.68,11.1,7,18.1,2.26,87.89,,96.55,2.2,,,534000,3899000,7.3,,,,Ðồng bằng sông Hồng,1045.92,0.739291724,0.260708276,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2011,97.2,19.1,55.1,600.2,,,,,,,,,,,527.1,793.03,545.28,279.35,11,7.2,18.2,2.23,,,96.66,7,,,,,,822.7,1063.4,1292.57,Ðồng bằng sông Hồng,1072.38,0.739504653,0.260495347,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2012,97.8,19.7,56.7,639.6,875000,256000,1089000,281000,805000,1424000,1901000,2526000,5831000,,543.31,818.34,561.37,286.35,15.3,7.5,22.8,2.71,91.84,,96.78,7.2,,,805000,5831000,7.2,822.7,1085.8,1319.8,Ðồng bằng sông Hồng,1104.69,0.740787008,0.259212992,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2013,97.6,20.6,56.7,665.7,,,,,,,,,,22.8,560.97,846.19,578.91,293.7,11.9,7.3,19.2,2.29,92.23,110,96.9,13.4,,,,,,822.7,1108.2,1347.03,Ðồng bằng sông Hồng,1139.89,0.742343559,0.257656441,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2014,97.8,21.81,57.1,684.47,1178000,299000,1641000,394000,1255000,2045000,2710000,3375000,8160000,23.5,579.63,849.78,597.43,327.28,14.9,7.4,22.3,2.72,92.86,147,97.02,10.1,,,1255000,8160000,6.5,822.7,1131.2,1375,Ðồng bằng sông Hồng,1177.06,0.721951302,0.278048698,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2015,97.5,21.4,57.7,717.7,,,,,,,,,,23.4,600.4,882.4,618.1,336.1,15.8,6.3,22.1,2.72,93.62,133,97.1,12.8,,,,,,822.7,1154.7,1404,Ðồng bằng sông Hồng,1218.5,0.72416906,0.27583094,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2016,97.5,21.9,56.3,720.8,1613000,318000,1948000,429000,1505000,2530000,3282000,4349000,9916000,23.6,620.2,912.4,637.6,345.5,14.4,6.4,20.9,2.63,97.11,151,97.3,7.5,,,1505000,9916000,6.6,822.8,1178.6,1432,Ðồng bằng sông Hồng,1257.9,0.725335877,0.274664123,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2017,97.7,22.4,55.7,735.6,,,,,,,,,,23.8,640.3,942.5,657.4,355.3,15.6,4.8,20.4,2.67,94.58,202,97.4,5.5,,,,,,822.7,1215.2,1477,Ðồng bằng sông Hồng,1297.8,0.726229003,0.273770997,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2018,97.7,28,55.2,751.6,2498000,264000,2037000,647000,1802000,3263000,4214000,5653000,12489000,24,657.8,971.7,679.6,365.6,12.1,7.7,19.8,2.66,94.95,251,96.8,9.1,8315,534,1802000,12489000,6.9,822.7,1247.5,1516,Ðồng bằng sông Hồng,1337.3,0.726613325,0.273386675,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2019,98.8,28,55.1,777.7,3007000,213000,2142000,352000,1768000,3448000,4911000,6192000,12284000,24.3,681,997.7,697.6,380.9,19.2,5.6,24.8,2.53,95.29,210,97.62,17.1,7603,931,1768000,12284000,6.9,822.7,1378.6,1676,Ðồng bằng sông Hồng,1378.6,0.723705208,0.276294792,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2020,98.46,27.8,53.46,774.57,,,,,2424300,3658800,4673590,6117480,10365530,24.42,699.01,972.56,720.12,446.57,17.65,5.38,23.03,2.49,95.52,187,97.07,35.83,6470,868,2424300,10365500,4.3,822.71,1419.13,1725,Ðồng bằng sông Hồng,1419.13,0.685321288,0.314678712,Hơn 2/3 dân số sống tại Nông thôn
Bắc Ninh,2021,98.35,33.49,51.02,766.2,,,,,1925090,3221610,4296080,5573380,9595090,24.66,725.24,926.8,737.71,536.15,17.95,5.42,23.36,2.6,94.04,150,98.31,41.73,5685,867,1925100,9595100,5,822.71,1462.95,1778,Ðồng bằng sông Hồng,1462.95,0.633514474,0.366485526,Tương đối cân bằng giữa Thành thị và Nông thôn
